path,type,Language,translationOf,id,title,text,description,hebergements,state,image
idee-sejour/soggiorno-piu/soggiorno-dolce-bebe,IdeeSejour,it,idee-sejour/sejour-plus/sejour-bebe-tendresse,soggiorno-dolce-bebe,Soggiorno Dolce Bebè,"
<p align=""center""><b><img src=""soggiorno-piu-dolce-bebe"" alt=""soggiorno piu dolce bebe"" /></b></p>
<p>Una mela presa di nascosto in un frutteto, un fiore dal dolce profumo di libertà, una vallata dal panorama mozzafiato, le spighe di grano che solleticano le gambe, il dolce canto mattutino degli uccelli… e il ricordo della casa felice che ritrovavamo ogni volta con tanto piacere, ecco quello che vi propongono i Gîtes de Wallonie.</p>
<p>Partire in vacanza con un bimbo in tenera età non è sempre facile, ecco perché i Gîtes de Wallonie vi propongono il Soggiorno Dolce Bebè. I vostri ospiti mettono a vostra disposizione tutto il materiale necessario per il soggiorno con i vostri figli: lettino, seggiolone, vasca per bagnetto, materassino fasciatoio, scaldabiberon o microonde, stoviglie infrangibili e borsa di pronto soccorso.</p>
<p>I proprietari vi propongono inoltre delle attività da svolgere con tutta la famiglia, delle attrazioni turistiche accessibili con un passeggino, delle attività adatte a tutte le età... e, perché no, i dati di una baby-sitter per permettervi di trascorrere una serata in coppia.</p>
","Riscoprite i piaceri e le gioie dell’infanzia. Abbiamo tutti dei ricordi di una vacanza in campagna, vista con gli occhi da bambini, curiosi di tutto...",547|629|758|899|953|955|158|83|530|452|384|233|505|879|902|962|167|799|913|1|857|373|106|124|136|242|270|374|402|427|516|343|541|77|633|772|794|797|844|842|874|909|876|616|30|32|90|177|189|576|341|1140|134|502|368|1032|1085|851|1062|1288|1289|202|960|1136|1121|798|1134|682,publish,
idee-sejour/soggiorno-piu/soggiorno-dolce-bebe/soggiorno-piu-dolce-bebe,Image,,,soggiorno-piu-dolce-bebe,Soggiorno Più Dolce Bebè,,"Gli alloggi e le camere per gli ospiti Dolce Bebè, una mano in più per le giovani famiglie",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-dolce-bebe/soggiorno-piu-dolce-bebe
idee-sejour/soggiorno-piu/soggiorno-dolce-bebe/idea-soggiorno-dolce-bebe,Vignette,,,idea-soggiorno-dolce-bebe,Idea Soggiorno Dolce Bebè,,Soggiorno Dolce Bebè in alloggio o camera per gli ospiti,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-dolce-bebe/idea-soggiorno-dolce-bebe
idee-sejour/soggiorno-piu/soggiorno-accessibile-a-tutti,IdeeSejour,it,idee-sejour/sejour-plus/sejour-accessible-a-tous,soggiorno-accessibile-a-tutti,Soggiorno Accessibile a Tutti,"
<p align=""center""><b><img src=""soggiorno-piu-accessibile-a-tutti"" alt=""soggiorno piu accessibile a tutti"" /></b></p>
<p align=""left"">Allontanarsi dallo stress della vita quotidiana è importante per tutti, ecco perché gli alloggi Accessibile a Tutti danno ad ognuno la possibilità di trascorrere delle vacanze piacevoli. Perché un deficit fisico o mentale, anche temporaneo, non può essere una ragione per limitare la nostra libertà di movimento.</p>
<p align=""left"">Ogni alloggio o camera per gli ospiti Accessibile a Tutti porta un marchio  in modo da offrire un’accessibilità adattata in funzione del tipo di handicap o di fragilità di cui si è portatori.</p>
<p align=""left"">I vari criteri presi in considerazione sono:</p>
<ul><li>in sedia a rotelle solo: persona in sedia a rotelle che riesce a spostarsi in modo completamente autonomo;</li>
<li>in sedia a rotelle assistito: persona in sedia a rotelle con autonomia limitata che richiede la presenza di un’assistenza;</li>
<li>la persona con difficoltà di deambulazione: persona che cammina con un bastone, una stampella o un deambulatore;</li>
<li>la persona con deficit visivo;</li>
<li>la persona con deficit auditivo;</li>
<li>la persona con difficoltà di comprensione.</li></ul>
<p>PPer tutti gli alloggi e le camere per gli ospiti Accessibile a Tutti, potete ottenere il dossier dettagliato di ciascuna abitazione presso la <a title=""La Maison des Gîtes de Wallonie"" href=""../../../contacts/contacts"">Maison des Gîtes de Wallonie</a> o direttamente presso il proprietario.</p>
",Un’accoglienza a portata di tutti. Gli alloggi e le camere per gli ospiti Accessibile a Tutti sono studiate in modo che ognuno possa trascorrere un soggiorno piacevole malgrado le proprie difficoltà. ,756|204|209|3|52|521|506|207|946|270|150|607|953|433|648|347|374|58|355|12|385|17|926|560|1156|1134|862,publish,
idee-sejour/soggiorno-piu/soggiorno-accessibile-a-tutti/soggiorno-piu-accessibile-a-tutti,Image,,,soggiorno-piu-accessibile-a-tutti,Soggiorno Più Accessibile a Tutti,,"Gli alloggi e le camere per gli ospiti Accessibile a Tutti, per vivere insieme anche se si è diversi",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-accessibile-a-tutti/soggiorno-piu-accessibile-a-tutti
idee-sejour/soggiorno-piu/soggiorno-accessibile-a-tutti/idea-soggiorno-accessibile-a-tutti,Vignette,,,idea-soggiorno-accessibile-a-tutti,Idea Soggiorno Accessibile a Tutti,,Soggiorno Accessibile a Tutti in alloggio o camera per gli ospiti,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-accessibile-a-tutti/idea-soggiorno-accessibile-a-tutti
idee-sejour/soggiorno-piu/soggiorno-antiallergico,IdeeSejour,it,idee-sejour/sejour-plus/sejour-antiallergique,soggiorno-antiallergico,Soggiorno Antiallergico,"
<p align=""center""><b><img src=""soggiorno-piu-antiallergico"" alt=""Soggiorno Più Antiallergico"" /></b></p>
<p>Gli alloggi e le camere per gli ospiti Antiallergico sono situati in un ambiente naturale e sano, e sono quindi ideali per le persone che soffrono di allergie. Il proprietario rifiuta l’accesso agli animali domestici e vieta il fumo nell’abitazione. Egli verifica che gli effetti letterecci, oltre a tutto l’arredamento, non siano propizi all’apparizione di acari mediante l’utilizzo di elementi sintetici.</p>
<p class=""discreet"">Il nostro partner per gli alloggi e le camere per gli ospiti Antiallergico:</p>
<ul><li>
<p class=""discreet""><a href=""http://www.oasis-allergies.org/"" target=""_blank"">Prévention des allergies asbl</a></p>
</li></ul>
","L’allergia! Una parola ben conosciuta, una fonte di problemi... Con gli alloggi e le camere per gli ospiti Antiallergico, i Gîtes de Wallonie vi propongono dei soggiorni in un ambiente depurato.",149|741|742|77|1040|686|543|912|447,publish,
idee-sejour/soggiorno-piu/soggiorno-antiallergico/idea-soggiorno-antiallergico,Vignette,,,idea-soggiorno-antiallergico,Idea Soggiorno Antiallergico,,Soggiorno Antiallergico in alloggio e camera per gli ospiti,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-antiallergico/idea-soggiorno-antiallergico
idee-sejour/soggiorno-piu/soggiorno-antiallergico/soggiorno-piu-antiallergico,Image,,,soggiorno-piu-antiallergico,Soggiorno Più Antiallergico,,"Gli alloggi e le camere per gli ospiti Antiallergico, delle vacanze in un ambiente depurato",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-antiallergico/soggiorno-piu-antiallergico
idee-sejour/soggiorno-piu/soggiorno-in-giardino,IdeeSejour,it,idee-sejour/sejour-plus/sejour-gite-au-jardin,soggiorno-in-giardino,Soggiorno in Giardino,"
<p align=""center""><b><img src=""soggiorno-piu-in-giardino"" alt=""Soggiorno Più in Giardino"" /></b></p>
<p>Gli alloggi e le camere per gli ospiti in Giardino, sono prima di tutto un giardino dalle molteplici fragranze. Il vostro ospite è un giardiniere appassionato che vi guiderà amichevolmente alla scoperta del suo giardino.</p>
<p>Approfittate di un momento di tranquillità in magnifici giardini. In ogni angolo vi aspettano il riposo e la calma, ma anche la sorpresa. Grazie alla sua esperienza, il proprietario vi inviterà nel suo giardino eccezionale per le sue qualità estetiche e botaniche. Egli vi svelerà alcuni dei suoi segreti di giardinaggio... Giardini classici, giardini selvatici ma disciplinati.</p>
<p class=""discreet"">I nostri partner per gli alloggi e le camere per gli ospiti in Giardino: <br /></p>
<ul><li>
<p class=""discreet""><a href=""http://www.jardinsouverts.be"" target=""_blank"">Les Jardins ouverts de Belgique asbl<br /></a></p>
</li><li>
<p class=""discreet""><a href=""http://environnement.wallonie.be/"" target=""_blank"">L'administration wallonne de l'environnement</a></p>
</li></ul>
<p><br /></p>
",Scegliere delle vacanze all’insegna del verde e dare spazio alla natura. Lasciarsi sedurre dall’universo incantevole di uno spazio naturale guidati dalle spiegazioni di un consigliere con il pollice verde.,583|654|1051|324|1037|943|77|1082,publish,
idee-sejour/soggiorno-piu/soggiorno-in-giardino/soggiorno-piu-in-giardino,Image,,,soggiorno-piu-in-giardino,Soggiorno Più in Giardino,,"Gli alloggi e le camere per gli ospiti in Giardino, una visita in uno straordinario giardino",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-in-giardino/soggiorno-piu-in-giardino
idee-sejour/soggiorno-piu/soggiorno-in-giardino/idea-soggiorno-in-giardino,Vignette,,,idea-soggiorno-in-giardino,Idea Soggiorno in Giardino,,Soggiorno in Giardino in alloggio o camera per gli ospiti,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-in-giardino/idea-soggiorno-in-giardino
idee-sejour/soggiorno-piu/soggiorno-eco-gite,IdeeSejour,it,idee-sejour/sejour-plus/sejour-eco-gite,soggiorno-eco-gite,Soggiorno Eco-Gîte,"<p align=""center""><b><img class=""image-inline"" src=""soggiorno-eco-gite"" alt=""Soggiorno Eco-Gîte"" /></b></p>
<p>Un soggiorno Eco-Gîte è la garanzia di trascorrere un soggiorno in un’abitazione in cui il confort ed il piacere delle vacanze vanno di pari passo con la protezione della natura.</p>
<p>In collaborazione con Nature & Progrès, i Gîtes de Wallonie vi invitano a ridurre il vostro impatto ecologico legato alle vacanze. Senza partire per delle destinazioni lontane, vi proponiamo degli alloggi con ""spaesamento garantito"" realizzati in case passive, in “ecobiocostruzioni” o in case le cui caratteristiche le avvicinano a questi concetti. Sono state prese tutte le misure per ridurre l'impatto dei vostri soggiorni sull’ambiente: utilizzo di materiali naturali e rispettosi dell’ambiente, risparmio dell’acqua e delle energie, selezione dei rifiuti...</p>
<p>I vostri ospiti condivideranno con voi le misure ambientali dell’alloggio e perfino i loro indirizzi utili: produttori locali, risorse naturali locali da esplorare...</p>
<p class=""discreet"">Il nostro partner per gli alloggi e le camere per gli ospiti Eco-Gîte: <br /></p>
<ul><li>
<p class=""discreet""><a href=""http://www.natpro.be"" target=""_blank"">Nature &amp; Progrès Belgique</a></p>
</li></ul>
<p></p>",Un soggiorno in alloggio o camera per gli ospiti è sempre un soggiorno che avvicina alla natura. L'Eco-Gîte vi propone delle vacanze all’insegna del rispetto dell’ambiente in un’abitazione eco-responsabile.,1119|1120|1466|1467|1468|1616,publish,
idee-sejour/soggiorno-piu/soggiorno-eco-gite/soggiorno-piu-eco-gite,Vignette,,,soggiorno-piu-eco-gite,Soggiorno Piu Eco-Gîte,,éco gîte et éco chambre d'hôtes en Wallonie,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-eco-gite/soggiorno-piu-eco-gite
idee-sejour/soggiorno-piu/soggiorno-eco-gite/soggiorno-eco-gite,Image,,,soggiorno-eco-gite,Soggiorno Eco-Gîte,,Hébergement écologique gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-eco-gite/soggiorno-eco-gite
idee-sejour/soggiorno-piu/soggiorno-accessibile-a-tutti/soggiorno-piu-accessibile-a-tutti,Image,,,soggiorno-piu-accessibile-a-tutti,Soggiorno Più Accessibile a Tutti,,"Gli alloggi e le camere per gli ospiti Accessibile a Tutti, per vivere insieme anche se si è diversi",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-accessibile-a-tutti/soggiorno-piu-accessibile-a-tutti
idee-sejour/soggiorno-piu/soggiorno-eco-gite/soggiorno-piu-eco-gite,Vignette,,,soggiorno-piu-eco-gite,Soggiorno Piu Eco-Gîte,,éco gîte et éco chambre d'hôtes en Wallonie,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-eco-gite/soggiorno-piu-eco-gite
idee-sejour/soggiorno-piu/soggiorno-eco-gite/soggiorno-eco-gite,Image,,,soggiorno-eco-gite,Soggiorno Eco-Gîte,,Hébergement écologique gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-eco-gite/soggiorno-eco-gite
idee-sejour/soggiorno-piu/soggiorno-dolce-bebe/soggiorno-piu-dolce-bebe,Image,,,soggiorno-piu-dolce-bebe,Soggiorno Più Dolce Bebè,,"Gli alloggi e le camere per gli ospiti Dolce Bebè, una mano in più per le giovani famiglie",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-dolce-bebe/soggiorno-piu-dolce-bebe
idee-sejour/soggiorno-piu/soggiorno-in-giardino/soggiorno-piu-in-giardino,Image,,,soggiorno-piu-in-giardino,Soggiorno Più in Giardino,,"Gli alloggi e le camere per gli ospiti in Giardino, una visita in uno straordinario giardino",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-in-giardino/soggiorno-piu-in-giardino
idee-sejour/soggiorno-piu/soggiorno-in-giardino/idea-soggiorno-in-giardino,Vignette,,,idea-soggiorno-in-giardino,Idea Soggiorno in Giardino,,Soggiorno in Giardino in alloggio o camera per gli ospiti,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-in-giardino/idea-soggiorno-in-giardino
idee-sejour/soggiorno-piu/soggiorno-dolce-bebe/idea-soggiorno-dolce-bebe,Vignette,,,idea-soggiorno-dolce-bebe,Idea Soggiorno Dolce Bebè,,Soggiorno Dolce Bebè in alloggio o camera per gli ospiti,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-dolce-bebe/idea-soggiorno-dolce-bebe
idee-sejour/soggiorno-piu/soggiorno-accessibile-a-tutti/idea-soggiorno-accessibile-a-tutti,Vignette,,,idea-soggiorno-accessibile-a-tutti,Idea Soggiorno Accessibile a Tutti,,Soggiorno Accessibile a Tutti in alloggio o camera per gli ospiti,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-accessibile-a-tutti/idea-soggiorno-accessibile-a-tutti
idee-sejour/soggiorno-piu/soggiorno-antiallergico/idea-soggiorno-antiallergico,Vignette,,,idea-soggiorno-antiallergico,Idea Soggiorno Antiallergico,,Soggiorno Antiallergico in alloggio e camera per gli ospiti,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-antiallergico/idea-soggiorno-antiallergico
idee-sejour/soggiorno-piu/soggiorno-antiallergico/soggiorno-piu-antiallergico,Image,,,soggiorno-piu-antiallergico,Soggiorno Più Antiallergico,,"Gli alloggi e le camere per gli ospiti Antiallergico, delle vacanze in un ambiente depurato",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-piu/soggiorno-antiallergico/soggiorno-piu-antiallergico
idee-sejour/sejour-bien-etre,IdeeSejourFolder,fr,,sejour-bien-etre,Séjour Bien-Etre,,"
<p>Les
vacances sont l'occasion de prendre soin de soi.  Les séjours
en gîtes et chambres d'hôtes Bien-être vous
réservent  des instants précieux pour se
ressourcer et recharger les batteries loin des tracas du quotidien.</p>
",,publish,
idee-sejour/sejour-bien-etre/sejour-soins-et-relaxation,IdeeSejour,fr,,sejour-soins-et-relaxation,Séjour Soins et Relaxation,"
<p align=""center""><b><img src=""sejour-soins-et-relaxation"" alt=""Séjour Soins et Relaxation"" /></b></p>
<p></p>
<p align=""justify"">Les vacances, c'est le
dépaysement, la découverte d'autres régions et cultures mais aussi un moment de
repos et de détente.</p>
<p align=""justify"">Généralement orienté vers l'utilisation de l'eau ou des
soins relaxants, le séjour Soins et Relaxation propose balnéothérapie,
massages, sauna, bains aromatiques et tout ce qui touche au bien-être.</p>
<p align=""justify""> Une vie
trop stressée ou simplement la recherche d'un moment de calme sont autant de
raisons pour recharger ses batteries, être mieux dans son corps et repartir du
bon pied.</p>
","Les Séjours Soins et Relaxation vous invitent au calme, à la détente, au ressourcement.",289|384|241|387|818|1169|1196|1287|892|235|894|1550|1591|1592|1593|1594|1639,publish,
idee-sejour/sejour-bien-etre/sejour-soins-et-relaxation/idee-sejour-soins-et-relaxation,Vignette,,,idee-sejour-soins-et-relaxation,Idée Séjour Soins et Relaxation,,Séjour Soins et Relaxation en gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-bien-etre/sejour-soins-et-relaxation/idee-sejour-soins-et-relaxation
idee-sejour/sejour-bien-etre/sejour-soins-et-relaxation/sejour-soins-et-relaxation,Image,,,sejour-soins-et-relaxation,Séjour Soins et Relaxation,,"Les gîtes et chambres d'hôtes Soins et Relaxation, un instant de Bien-être.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/sejour-bien-etre/sejour-soins-et-relaxation/sejour-soins-et-relaxation
idee-sejour/sejour-bien-etre/sejour-sauna-hammam-et-jacuzzi,IdeeSejour,fr,,sejour-sauna-hammam-et-jacuzzi,"Séjour Sauna, Hammam et Jacuzzi","
<p align=""center""><b><img src=""sejour-sauna-hammam-et-jacuzzi"" alt=""Séjour Sauna, Hammam et Jacuzzi"" /></b></p>
<p></p>
<p align=""justify""></p>
<p style=""text-align: justify;"">Le sauna est bien
connu pour ses vertus relaxantes et apprécié pour la stimulation de la
circulation sanguine qu'il favorise, l'élimination des toxines qu'il génère et
l'assouplissement musculaire qu'il procure. Les jacuzzis vous détendront
totalement, leurs hydrojets massant viennent à bout des dernières tensions
liées au stress de la vie moderne. Lorsqu'on a tout essayé pour se décontracter
et qu'aucune méthode ne fonctionne, il est temps de courir au hammam. Pour vous
libérer des tensions musculaires et des toxines qui polluent votre corps,
plongez dans un bain de vapeur.</p>
<p style=""text-align: justify;"">Autant de bonnes raisons pour réserver un
gîte ou une chambre d'hôtes proposant un tel type d'installation et pour prendre le temps de se
détendre et retrouver l'harmonie.</p>
","Bénéficier des bienfaits et des vertus relaxantes des saunas, hammams et jacuzzis.",530|447|172|294|289|391|366|552|490|52|534|92|963|1042|1041|1040|1043|1044|414|415|669|670|394|856|773|881|696|902|898|1000|249|1010|127|648|387|830|829|828|826|827|825|824|820|192|831|781|818|1169|1195|1209|990|984|1157|1261|1270|1277|1278|1376|892|31|269|158|324|607|894|1549|1595|1596|1597|1598|1599|1591|1592|1593|1594|1585|1582|1583|1568|1611|1613|1626,publish,
